Date,Name,Year,Letterboxd URI,Rating
2019-02-14,Groundhog Day,1993,https://boxd.it/2b3e,2.5
2019-02-15,Vice,2018,https://boxd.it/fcFY,4
2019-02-16,The Princess Bride,1987,https://boxd.it/26EY,3
2019-02-18,The Adjustment Bureau,2011,https://boxd.it/16T8,3
2019-02-20,This Is Where I Leave You,2014,https://boxd.it/73kQ,3.5
2019-02-20,Just Like Heaven,2005,https://boxd.it/1ZoO,2
2019-02-21,Moulin Rouge!,2001,https://boxd.it/29wI,4
2019-02-24,Green Book,2018,https://boxd.it/hErk,4.5
2019-02-26,Bohemian Rhapsody,2018,https://boxd.it/f1TK,3
2019-03-06,Roman Holiday,1953,https://boxd.it/29zW,4
2019-03-06,Sabrina,1954,https://boxd.it/21tc,3.5
2019-03-10,Captain Marvel,2019,https://boxd.it/9vSA,3.5
2019-03-24,Footloose,1984,https://boxd.it/288A,2.5
2019-03-28,Boogie Nights,1997,https://boxd.it/23um,5
2019-04-20,Homecoming: A Film by Beyoncé,2019,https://boxd.it/lS2Q,3.5
2019-04-29,Avengers: Endgame,2019,https://boxd.it/9vE4,4
2019-05-06,Runaway Bride,1999,https://boxd.it/23Om,2.5
2019-05-19,Wine Country,2019,https://boxd.it/izJU,3
2019-05-26,Booksmart,2019,https://boxd.it/igNS,4.5
2019-05-27,My Perfect Romance,2018,https://boxd.it/ibRA,0.5
2019-06-03,Always Be My Maybe,2019,https://boxd.it/iB2y,5
2019-06-10,Rocketman,2019,https://boxd.it/iehK,3.5
2019-06-10,In Family I Trust,2019,https://boxd.it/ix0I,2.5
2019-06-14,The Perfect Date,2019,https://boxd.it/jP9A,1.5
2019-06-20,Murder Mystery,2019,https://boxd.it/iEBm,3
2019-06-24,The Female Brain,2017,https://boxd.it/ejeS,3
2019-07-06,Despite Everything,2019,https://boxd.it/lDHO,3
2019-07-18,Long Shot,2019,https://boxd.it/grG0,4.5
2019-08-08,Empowered,2018,https://boxd.it/ifPo,2.5
2019-08-08,Gifted,2017,https://boxd.it/e5dG,4
2019-09-03,Once Upon a Time... in Hollywood,2019,https://boxd.it/gH0O,5
2019-09-22,Failure to Launch,2006,https://boxd.it/21lW,2.5
2019-10-22,I Am Not an Easy Man,2018,https://boxd.it/iHdM,2.5
2019-10-27,Blinded by the Light,2019,https://boxd.it/jrYO,4.5
2019-10-28,Nikki Glaser: Bangin',2019,https://boxd.it/nzm2,3
2019-10-31,Jenny Slate: Stage Fright,2019,https://boxd.it/nEik,2
2019-11-16,AlphaGo,2017,https://boxd.it/geTA,4
2019-11-16,Holiday in the Wild,2019,https://boxd.it/jkLS,0.5
2019-12-03,The Irishman,2019,https://boxd.it/dYOq,5
2019-12-22,Joker,2019,https://boxd.it/h4cS,4
2019-12-25,Hustlers,2019,https://boxd.it/jIBM,3.5
2020-01-03,Parasite,2019,https://boxd.it/hTha,5
2020-01-05,The Two Popes,2019,https://boxd.it/k8Xk,5
2020-01-14,The Bookshop,2017,https://boxd.it/fOua,3
2020-01-17,Little Women,2019,https://boxd.it/aSVk,5
2020-01-21,Knives Out,2019,https://boxd.it/jWEA,4
2020-02-09,1917,2019,https://boxd.it/jj4y,2
2020-02-16,Uncut Gems,2019,https://boxd.it/gXGc,3
2020-02-17,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,https://boxd.it/hSyO,5
2020-02-22,Isi & Ossi,2020,https://boxd.it/ovVO,4
2020-03-16,Jane Eyre,2011,https://boxd.it/15rs,3
2020-03-19,An Affair to Remember,1957,https://boxd.it/20is,3.5
2020-04-02,The Gentlemen,2019,https://boxd.it/iYBQ,3.5
2020-04-02,Last Christmas,2019,https://boxd.it/k38G,2
2020-04-10,Letters to Juliet,2010,https://boxd.it/19aK,5
2020-04-14,Late Night,2019,https://boxd.it/iZq0,5
2020-04-17,Broadcast News,1987,https://boxd.it/1RxS,3.5
2020-04-22,High Fidelity,2000,https://boxd.it/2aMW,3
2020-05-01,Return of the Hero,2018,https://boxd.it/gkSo,2.5
2020-05-02,The Mystery of Henri Pick,2019,https://boxd.it/kLNy,4
2020-05-17,Your Name.,2016,https://boxd.it/cUqs,3
2020-05-29,Game Night,2018,https://boxd.it/fRtu,1.5
2020-06-01,Emma.,2020,https://boxd.it/kmg0,5
2020-06-03,Under the Tuscan Sun,2003,https://boxd.it/1V2u,3.5
2020-06-04,The Bourne Identity,2002,https://boxd.it/26EO,2.5
2020-06-08,Our Happy Holiday,2018,https://boxd.it/hFrg,2.5
2020-06-08,13th,2016,https://boxd.it/elNg,5
2020-06-09,The Bourne Supremacy,2004,https://boxd.it/26EE,2.5
2020-06-13,The Bourne Ultimatum,2007,https://boxd.it/26Eu,2.5
2020-06-21,Into the Wild,2007,https://boxd.it/22m2,1.5
2020-07-04,Hamilton,2020,https://boxd.it/kmvE,5
2020-07-19,Minority Report,2002,https://boxd.it/2aWi,3
2020-07-21,Sour Grapes,2016,https://boxd.it/dRRM,3
2020-07-26,Howl's Moving Castle,2004,https://boxd.it/23De,3
2020-07-28,Normal People,2020,https://boxd.it/q2VY,5
2020-08-06,Elizabeth,1998,https://boxd.it/24cS,3.5
2020-08-17,Music and Lyrics,2007,https://boxd.it/1Usw,1
2020-09-07,The Old Guard,2020,https://boxd.it/jY2e,2
2020-09-27,The Social Dilemma,2020,https://boxd.it/opQI,3
2020-10-12,Indiana Jones and the Last Crusade,1989,https://boxd.it/2baO,3
2020-10-15,The Killing of a Sacred Deer,2017,https://boxd.it/dZ5G,1
2020-10-17,Enola Holmes,2020,https://boxd.it/hX2o,2
2020-10-26,Borat Subsequent Moviefilm,2020,https://boxd.it/rNS0,2.5
2020-10-26,Khoobsurat,2014,https://boxd.it/97Dm,0.5
2020-11-01,Holidate,2020,https://boxd.it/mLcc,4
2020-11-08,Secrets of the Saqqara Tomb,2020,https://boxd.it/siuo,4
2020-11-15,Operation Christmas Drop,2020,https://boxd.it/rIq6,0.5
2020-11-23,The Queen's Gambit,2020,https://boxd.it/s1Ym,5
2020-12-04,Ava,2020,https://boxd.it/jFH8,1
2020-12-06,The Trouble with You,2018,https://boxd.it/iOOg,2.5
2020-12-19,A California Christmas,2020,https://boxd.it/sSrK,3.5
2020-12-20,The Holiday,2006,https://boxd.it/28ye,5
2020-12-24,The Hustle,2019,https://boxd.it/g1ju,3
2021-01-11,Inside Man,2006,https://boxd.it/2auS,4.5
2021-01-24,"Crouching Tiger, Hidden Dragon",2000,https://boxd.it/2b1M,4
2021-01-31,The Dig,2021,https://boxd.it/jo2i,2
2021-02-14,Squared Love,2021,https://boxd.it/tBPM,2.5
2021-02-27,I Care a Lot,2020,https://boxd.it/mcHk,3
2021-02-27,Rose Island,2020,https://boxd.it/nBlq,3
2021-03-22,How to Lose a Guy in 10 Days,2003,https://boxd.it/1XwG,5
2021-03-22,Crazy About Her,2021,https://boxd.it/thf0,4
2021-03-23,Operation Varsity Blues: The College Admissions Scandal,2021,https://boxd.it/u5UW,2.5
2021-03-25,Made You Look: A True Story About Fake Art,2020,https://boxd.it/pVee,3
2021-04-05,Long Shot,2017,https://boxd.it/h8oI,4
2021-04-12,You've Got Mail,1998,https://boxd.it/1Yye,5
2021-04-28,Love and Monsters,2020,https://boxd.it/lJ6E,0.5
2021-05-03,Twilight,2008,https://boxd.it/1Zui,1
2021-05-09,Atonement,2007,https://boxd.it/24ui,4
2021-05-10,The Twilight Saga: New Moon,2009,https://boxd.it/1Hj2,0.5
2021-05-15,BLACKPINK: Light Up the Sky,2020,https://boxd.it/rOii,5
2021-05-18,The Twilight Saga: Eclipse,2010,https://boxd.it/1ytW,1.5
2021-05-31,Indiana Jones and the Temple of Doom,1984,https://boxd.it/2bb8,3.5
2021-06-03,Friends: The Reunion,2021,https://boxd.it/pOQq,5
2021-06-07,The Twilight Saga: Breaking Dawn – Part 2,2012,https://boxd.it/DdC,1
2021-06-20,Silver Skates,2020,https://boxd.it/lbQo,4
2021-07-06,Haseen Dillruba,2021,https://boxd.it/pZGm,3.5
2021-08-01,In the Mood for Love,2000,https://boxd.it/29tE,4
2021-08-09,The Suicide Squad,2021,https://boxd.it/fw6O,3.5
2021-08-16,The Informer,2019,https://boxd.it/gGJI,2
2021-09-22,Untold: Crime & Penalties,2021,https://boxd.it/woAq,3.5
2021-09-23,Schumacher,2021,https://boxd.it/wk2k,3.5
2021-09-24,Untold: Malice at the Palace,2021,https://boxd.it/wnUa,2.5
2021-09-25,No Reservations,2007,https://boxd.it/256w,4
2021-09-27,The Girl Who Killed Her Parents,2021,https://boxd.it/mulc,1.5
2021-09-27,The Boy Who Killed My Parents,2021,https://boxd.it/u7AY,1.5
2021-09-30,Britney vs. Spears,2021,https://boxd.it/u0TE,3.5
2021-10-07,The Guilty,2021,https://boxd.it/kOPW,2.5
2021-10-12,Squid Game,2021,https://boxd.it/x1OG,2
2021-10-20,The Last Letter from Your Lover,2021,https://boxd.it/nGzM,3.5
2021-10-24,"Love, Guaranteed",2020,https://boxd.it/nUwC,1
2021-11-09,Army of Thieves,2021,https://boxd.it/tYai,3.5
2021-12-05,The Power of the Dog,2021,https://boxd.it/m99E,4
2021-12-13,A Knight's Tale,2001,https://boxd.it/1YAk,3.5
2021-12-25,Fracture,2007,https://boxd.it/220K,3
2021-12-27,Don't Look Up,2021,https://boxd.it/o0Hc,3
2022-01-23,The French Dispatch,2021,https://boxd.it/jLP8,3
2022-02-19,The Worst Person in the World,2021,https://boxd.it/oyws,5
2022-02-23,Licorice Pizza,2021,https://boxd.it/qTKY,4
2022-04-03,Death on the Nile,2022,https://boxd.it/ifpg,3
2022-04-26,The Batman,2022,https://boxd.it/eDGs,4.5
2022-05-22,Everything Everywhere All at Once,2022,https://boxd.it/jUk4,5
2022-06-01,The Italian Job,2003,https://boxd.it/1Y86,1.5
2022-06-14,Hustle,2022,https://boxd.it/qpig,3
2022-06-16,Top Gun: Maverick,2022,https://boxd.it/cjr4,3
2022-06-19,Memories of Murder,2003,https://boxd.it/1TSo,4
2022-07-11,Cha Cha Real Smooth,2022,https://boxd.it/uF8E,3.5
2022-07-11,"Good Luck to You, Leo Grande",2022,https://boxd.it/stYk,3.5
2022-09-28,Ticket to Paradise,2022,https://boxd.it/u8Cc,4
2022-10-09,What Will People Say,2017,https://boxd.it/gPy0,3.5
2022-10-18,Bullet Train,2022,https://boxd.it/qW26,4
2022-11-17,Enola Holmes 2,2022,https://boxd.it/vfDe,4
2022-11-26,Falling for Christmas,2022,https://boxd.it/vpEG,2
2022-12-18,The Menu,2022,https://boxd.it/lScm,4.5
2022-12-29,Glass Onion,2022,https://boxd.it/oCkK,3
2022-12-31,Amsterdam,2022,https://boxd.it/oJ58,2.5
2023-01-09,Kitchen Brigade,2022,https://boxd.it/vSwm,3.5
2023-01-21,The Fabelmans,2022,https://boxd.it/ugoM,5
2023-01-22,Triangle of Sadness,2022,https://boxd.it/hXlq,3
2023-01-28,TÁR,2022,https://boxd.it/uNIA,5
2023-01-30,Lady Chatterley's Lover,2022,https://boxd.it/uF8O,3.5
2023-02-06,The Banshees of Inisherin,2022,https://boxd.it/p7XS,4.5
2023-02-22,Your Place or Mine,2023,https://boxd.it/qizY,2
2023-03-08,Babylon,2022,https://boxd.it/mM02,0.5
2023-03-15,Women Talking,2022,https://boxd.it/tdq4,3
2023-03-19,Operation Fortune: Ruse de Guerre,2023,https://boxd.it/rJXA,3
2023-03-25,Luther: The Fallen Sun,2023,https://boxd.it/r3t4,0.5
2023-04-17,Suzume,2022,https://boxd.it/yv7Y,4
2023-05-14,John Mulaney: Baby J,2023,https://boxd.it/FlAA,3
2023-05-15,Mafia Mamma,2023,https://boxd.it/uuqs,2.5
2023-05-22,The Departed,2006,https://boxd.it/28MA,4.5
2023-05-22,Bride Wars,2009,https://boxd.it/1W3I,2.5
2023-06-05,The Night of the 12th,2022,https://boxd.it/yQoG,3.5
2023-06-13,Mission: Impossible,1996,https://boxd.it/29d2,3.5
2023-06-16,Delicacy,2011,https://boxd.it/2Qmc,4
2023-06-18,French Kiss,1995,https://boxd.it/2atA,3
2023-06-19,Renfield,2023,https://boxd.it/o8vy,3
2023-07-01,Shiva Baby,2020,https://boxd.it/oIv0,5
2023-07-24,Barbie,2023,https://boxd.it/bCLK,5
2023-07-31,Clue,1985,https://boxd.it/1MDQ,3.5
2023-08-07,The Celebration,1998,https://boxd.it/2aCM,5
2023-08-14,Oppenheimer,2023,https://boxd.it/wUow,4
2023-08-19,Asteroid City,2023,https://boxd.it/s3ds,4.5
2023-08-21,No Hard Feelings,2023,https://boxd.it/xouu,3.5
2023-08-26,Wimbledon,2004,https://boxd.it/1T0m,4
2023-09-23,Theater Camp,2023,https://boxd.it/Bfbm,5
2023-09-27,A Haunting in Venice,2023,https://boxd.it/zGdg,2
2023-10-05,Sound of Freedom,2023,https://boxd.it/piEi,0.5
2023-10-09,Bottoms,2023,https://boxd.it/uGf2,4
2023-10-23,Killers of the Flower Moon,2023,https://boxd.it/gHp0,5
2023-10-30,Anatomy of a Fall,2023,https://boxd.it/yuDE,4.5
2023-11-17,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/pZCY,2.5
2023-11-18,Bridget Jones's Diary,2001,https://boxd.it/29WQ,3
2023-11-20,Jerry Maguire,1996,https://boxd.it/1YNS,4
2023-11-21,Gone Girl,2014,https://boxd.it/6hQu,5
2023-12-10,Monster,2023,https://boxd.it/DJEM,5
2023-12-24,The Killer,2023,https://boxd.it/u6WE,3.5
2024-01-03,The Many Saints of Newark,2021,https://boxd.it/j356,2
2024-01-05,The Burial,2023,https://boxd.it/sFPO,3
2024-01-15,Priscilla,2023,https://boxd.it/Cz3k,3
2024-01-27,Past Lives,2023,https://boxd.it/oNB8,5
2024-02-04,The Holdovers,2023,https://boxd.it/vHza,4.5
2024-02-10,American Fiction,2023,https://boxd.it/DYHm,2.5
2024-02-10,Saltburn,2023,https://boxd.it/z4eg,4
2024-02-17,Anyone But You,2023,https://boxd.it/EzA8,3
2024-02-19,Lars and the Real Girl,2007,https://boxd.it/21tG,3.5
2024-02-25,Poor Things,2023,https://boxd.it/tNWU,5
2024-03-03,Mission: Impossible – Dead Reckoning Part One,2023,https://boxd.it/l7zS,4
2024-03-03,Dune,2021,https://boxd.it/fA7G,3.5
2024-03-11,Dune: Part Two,2024,https://boxd.it/pUfA,5
2024-04-20,The Taste of Things,2023,https://boxd.it/Arke,3.5
2024-04-23,Wicked Little Letters,2023,https://boxd.it/AQXU,2
2024-04-24,Perfect Days,2023,https://boxd.it/ATh8,4
2024-04-29,Challengers,2024,https://boxd.it/zld0,5
2024-05-02,Dial M for Murder,1954,https://boxd.it/2adW,5
2024-05-05,The Idea of You,2024,https://boxd.it/vOW6,5
2024-05-14,The Iron Claw,2023,https://boxd.it/w5Pm,4.5
2024-05-25,The Fall Guy,2024,https://boxd.it/s0Bm,2
2024-05-26,Plus One,2019,https://boxd.it/inpo,3
2024-05-27,Gaga Chromatica Ball,2024,https://boxd.it/Efvs,5
2024-06-08,Hit Man,2023,https://boxd.it/ANB2,4
2024-06-24,Everybody Wants Some!!,2016,https://boxd.it/9mgM,4.5
2024-08-31,The Proposal,2009,https://boxd.it/1HiS,5
2024-09-01,My Best Friend's Wedding,1997,https://boxd.it/1ZHm,1.5
2024-09-01,Fool's Gold,2008,https://boxd.it/1ZXE,1
2024-09-01,Ocean's Twelve,2004,https://boxd.it/2aZ2,4
2024-09-01,The Princess Diaries,2001,https://boxd.it/1XCO,3.5
2024-09-01,The Guernsey Literary & Potato Peel Pie Society,2018,https://boxd.it/g68w,4
2024-09-01,Spanish Affair 2,2015,https://boxd.it/bHoQ,3.5
2024-09-01,Toc Toc,2017,https://boxd.it/fwnq,5
2024-09-01,Two Night Stand,2014,https://boxd.it/8T3E,2
2024-09-01,Spanish Affair,2014,https://boxd.it/6YjI,3.5
2024-09-01,Our Lovers,2016,https://boxd.it/dhTC,3
2024-09-01,The Lake House,2006,https://boxd.it/27yM,3
2024-09-01,The Twilight Saga: Breaking Dawn – Part 1,2011,https://boxd.it/DdM,3
2024-09-01,Untold: Caitlyn Jenner,2021,https://boxd.it/woAU,1
